County,State,Count,Critical,High,Low,Medium,tooltip
Morgan,Tennessee,1,1,0,0,0,"County: Morgan, Tennessee<br>Total Accidents: 1<br>Critical: 1<br>High: 0<br>Medium: 0<br>Low: 0"
Morgan,Utah,54,0,11,1,42,"County: Morgan, Utah<br>Total Accidents: 54<br>Critical: 0<br>High: 11<br>Medium: 42<br>Low: 1"
Morgan,West Virginia,1,0,0,0,1,"County: Morgan, West Virginia<br>Total Accidents: 1<br>Critical: 0<br>High: 0<br>Medium: 1<br>Low: 0"
Morris,New Jersey,376,19,85,0,272,"County: Morris, New Jersey<br>Total Accidents: 376<br>Critical: 19<br>High: 85<br>Medium: 272<br>Low: 0"
Morrison,Minnesota,78,0,0,0,78,"County: Morrison, Minnesota<br>Total Accidents: 78<br>Critical: 0<br>High: 0<br>Medium: 78<br>Low: 0"
Morrow,Ohio,16,2,6,0,8,"County: Morrow, Ohio<br>Total Accidents: 16<br>Critical: 2<br>High: 6<br>Medium: 8<br>Low: 0"
Morrow,Oregon,78,3,0,0,75,"County: Morrow, Oregon<br>Total Accidents: 78<br>Critical: 3<br>High: 0<br>Medium: 75<br>Low: 0"
Morton,North Dakota,23,0,0,0,23,"County: Morton, North Dakota<br>Total Accidents: 23<br>Critical: 0<br>High: 0<br>Medium: 23<br>Low: 0"
Mountrail,North Dakota,3,0,0,0,3,"County: Mountrail, North Dakota<br>Total Accidents: 3<br>Critical: 0<br>High: 0<br>Medium: 3<br>Low: 0"
Mower,Minnesota,52,0,3,0,49,"County: Mower, Minnesota<br>Total Accidents: 52<br>Critical: 0<br>High: 3<br>Medium: 49<br>Low: 0"
Multnomah,Oregon,2093,75,272,40,1706,"County: Multnomah, Oregon<br>Total Accidents: 2093<br>Critical: 75<br>High: 272<br>Medium: 1706<br>Low: 40"
Murray,Georgia,3,1,2,0,0,"County: Murray, Georgia<br>Total Accidents: 3<br>Critical: 1<br>High: 2<br>Medium: 0<br>Low: 0"
Murray,Minnesota,16,0,0,0,16,"County: Murray, Minnesota<br>Total Accidents: 16<br>Critical: 0<br>High: 0<br>Medium: 16<br>Low: 0"
Murray,Oklahoma,2,1,1,0,0,"County: Murray, Oklahoma<br>Total Accidents: 2<br>Critical: 1<br>High: 1<br>Medium: 0<br>Low: 0"
Muscatine,Iowa,3,0,0,0,3,"County: Muscatine, Iowa<br>Total Accidents: 3<br>Critical: 0<br>High: 0<br>Medium: 3<br>Low: 0"
Muscogee,Georgia,60,5,17,0,38,"County: Muscogee, Georgia<br>Total Accidents: 60<br>Critical: 5<br>High: 17<br>Medium: 38<br>Low: 0"
Muskegon,Michigan,26,3,1,0,22,"County: Muskegon, Michigan<br>Total Accidents: 26<br>Critical: 3<br>High: 1<br>Medium: 22<br>Low: 0"
Muskingum,Ohio,21,4,7,0,10,"County: Muskingum, Ohio<br>Total Accidents: 21<br>Critical: 4<br>High: 7<br>Medium: 10<br>Low: 0"
Muskogee,Oklahoma,1,0,0,0,1,"County: Muskogee, Oklahoma<br>Total Accidents: 1<br>Critical: 0<br>High: 0<br>Medium: 1<br>Low: 0"
Musselshell,Montana,4,0,0,0,4,"County: Musselshell, Montana<br>Total Accidents: 4<br>Critical: 0<br>High: 0<br>Medium: 4<br>Low: 0"
Nacogdoches,Texas,4,0,0,0,4,"County: Nacogdoches, Texas<br>Total Accidents: 4<br>Critical: 0<br>High: 0<br>Medium: 4<br>Low: 0"
Napa,California,519,4,7,11,497,"County: Napa, California<br>Total Accidents: 519<br>Critical: 4<br>High: 7<br>Medium: 497<br>Low: 11"
Nash,North Carolina,54,10,6,0,38,"County: Nash, North Carolina<br>Total Accidents: 54<br>Critical: 10<br>High: 6<br>Medium: 38<br>Low: 0"
Nassau,Florida,107,1,16,0,90,"County: Nassau, Florida<br>Total Accidents: 107<br>Critical: 1<br>High: 16<br>Medium: 90<br>Low: 0"
Nassau,New York,1524,39,141,8,1336,"County: Nassau, New York<br>Total Accidents: 1524<br>Critical: 39<br>High: 141<br>Medium: 1336<br>Low: 8"
Natrona,Wyoming,7,3,0,0,4,"County: Natrona, Wyoming<br>Total Accidents: 7<br>Critical: 3<br>High: 0<br>Medium: 4<br>Low: 0"
Naugatuck Valley,Connecticut,67,7,0,0,60,"County: Naugatuck Valley, Connecticut<br>Total Accidents: 67<br>Critical: 7<br>High: 0<br>Medium: 60<br>Low: 0"
Navajo,Arizona,90,13,4,0,73,"County: Navajo, Arizona<br>Total Accidents: 90<br>Critical: 13<br>High: 4<br>Medium: 73<br>Low: 0"
Navarro,Texas,6,0,3,0,3,"County: Navarro, Texas<br>Total Accidents: 6<br>Critical: 0<br>High: 3<br>Medium: 3<br>Low: 0"
Nelson,Kentucky,4,1,0,0,3,"County: Nelson, Kentucky<br>Total Accidents: 4<br>Critical: 1<br>High: 0<br>Medium: 3<br>Low: 0"
Nelson,Virginia,30,5,1,0,24,"County: Nelson, Virginia<br>Total Accidents: 30<br>Critical: 5<br>High: 1<br>Medium: 24<br>Low: 0"
Nemaha,Nebraska,1,0,0,0,1,"County: Nemaha, Nebraska<br>Total Accidents: 1<br>Critical: 0<br>High: 0<br>Medium: 1<br>Low: 0"
Neosho,Kansas,1,0,0,0,1,"County: Neosho, Kansas<br>Total Accidents: 1<br>Critical: 0<br>High: 0<br>Medium: 1<br>Low: 0"
Nevada,Arkansas,4,0,0,0,4,"County: Nevada, Arkansas<br>Total Accidents: 4<br>Critical: 0<br>High: 0<br>Medium: 4<br>Low: 0"
Nevada,California,539,12,32,0,495,"County: Nevada, California<br>Total Accidents: 539<br>Critical: 12<br>High: 32<br>Medium: 495<br>Low: 0"
New Castle,Delaware,784,63,43,10,668,"County: New Castle, Delaware<br>Total Accidents: 784<br>Critical: 63<br>High: 43<br>Medium: 668<br>Low: 10"
New Hanover,North Carolina,56,6,1,0,49,"County: New Hanover, North Carolina<br>Total Accidents: 56<br>Critical: 6<br>High: 1<br>Medium: 49<br>Low: 0"
New Haven,Connecticut,1017,52,246,2,717,"County: New Haven, Connecticut<br>Total Accidents: 1017<br>Critical: 52<br>High: 246<br>Medium: 717<br>Low: 2"
New Kent,Virginia,201,22,34,0,145,"County: New Kent, Virginia<br>Total Accidents: 201<br>Critical: 22<br>High: 34<br>Medium: 145<br>Low: 0"
New London,Connecticut,182,27,47,0,108,"County: New London, Connecticut<br>Total Accidents: 182<br>Critical: 27<br>High: 47<br>Medium: 108<br>Low: 0"
New Madrid,Missouri,1,0,1,0,0,"County: New Madrid, Missouri<br>Total Accidents: 1<br>Critical: 0<br>High: 1<br>Medium: 0<br>Low: 0"
New York,New York,1468,33,213,1,1221,"County: New York, New York<br>Total Accidents: 1468<br>Critical: 33<br>High: 213<br>Medium: 1221<br>Low: 1"
Newaygo,Michigan,2,2,0,0,0,"County: Newaygo, Michigan<br>Total Accidents: 2<br>Critical: 2<br>High: 0<br>Medium: 0<br>Low: 0"
Newberry,South Carolina,252,5,66,1,180,"County: Newberry, South Carolina<br>Total Accidents: 252<br>Critical: 5<br>High: 66<br>Medium: 180<br>Low: 1"
Newport,Rhode Island,9,0,1,0,8,"County: Newport, Rhode Island<br>Total Accidents: 9<br>Critical: 0<br>High: 1<br>Medium: 8<br>Low: 0"
Newport News,Virginia,238,16,56,4,162,"County: Newport News, Virginia<br>Total Accidents: 238<br>Critical: 16<br>High: 56<br>Medium: 162<br>Low: 4"
Newport News (City),Virginia,75,2,2,2,69,"County: Newport News (City), Virginia<br>Total Accidents: 75<br>Critical: 2<br>High: 2<br>Medium: 69<br>Low: 2"
Newton,Arkansas,2,1,0,0,1,"County: Newton, Arkansas<br>Total Accidents: 2<br>Critical: 1<br>High: 0<br>Medium: 1<br>Low: 0"
Newton,Georgia,60,12,17,0,31,"County: Newton, Georgia<br>Total Accidents: 60<br>Critical: 12<br>High: 17<br>Medium: 31<br>Low: 0"
Newton,Indiana,9,4,0,0,5,"County: Newton, Indiana<br>Total Accidents: 9<br>Critical: 4<br>High: 0<br>Medium: 5<br>Low: 0"
Newton,Mississippi,2,0,2,0,0,"County: Newton, Mississippi<br>Total Accidents: 2<br>Critical: 0<br>High: 2<br>Medium: 0<br>Low: 0"
Newton,Missouri,7,2,0,0,5,"County: Newton, Missouri<br>Total Accidents: 7<br>Critical: 2<br>High: 0<br>Medium: 5<br>Low: 0"
Nez Perce,Idaho,2,1,0,0,1,"County: Nez Perce, Idaho<br>Total Accidents: 2<br>Critical: 1<br>High: 0<br>Medium: 1<br>Low: 0"
Niagara,New York,64,13,7,0,44,"County: Niagara, New York<br>Total Accidents: 64<br>Critical: 13<br>High: 7<br>Medium: 44<br>Low: 0"
Nicholas,West Virginia,1,0,0,0,1,"County: Nicholas, West Virginia<br>Total Accidents: 1<br>Critical: 0<br>High: 0<br>Medium: 1<br>Low: 0"
Nicollet,Minnesota,96,0,2,1,93,"County: Nicollet, Minnesota<br>Total Accidents: 96<br>Critical: 0<br>High: 2<br>Medium: 93<br>Low: 1"
Niobrara,Wyoming,1,1,0,0,0,"County: Niobrara, Wyoming<br>Total Accidents: 1<br>Critical: 1<br>High: 0<br>Medium: 0<br>Low: 0"
Noble,Indiana,10,8,0,0,2,"County: Noble, Indiana<br>Total Accidents: 10<br>Critical: 8<br>High: 0<br>Medium: 2<br>Low: 0"
Noble,Ohio,3,1,0,0,2,"County: Noble, Ohio<br>Total Accidents: 3<br>Critical: 1<br>High: 0<br>Medium: 2<br>Low: 0"
Nobles,Minnesota,72,0,4,1,67,"County: Nobles, Minnesota<br>Total Accidents: 72<br>Critical: 0<br>High: 4<br>Medium: 67<br>Low: 1"
Nodaway,Missouri,1,1,0,0,0,"County: Nodaway, Missouri<br>Total Accidents: 1<br>Critical: 1<br>High: 0<br>Medium: 0<br>Low: 0"
Nolan,Texas,4,2,1,0,1,"County: Nolan, Texas<br>Total Accidents: 4<br>Critical: 2<br>High: 1<br>Medium: 1<br>Low: 0"
Norfolk,Massachusetts,532,6,185,8,333,"County: Norfolk, Massachusetts<br>Total Accidents: 532<br>Critical: 6<br>High: 185<br>Medium: 333<br>Low: 8"
Norfolk,Virginia,676,21,261,1,393,"County: Norfolk, Virginia<br>Total Accidents: 676<br>Critical: 21<br>High: 261<br>Medium: 393<br>Low: 1"
Norfolk (City),Virginia,135,5,8,3,119,"County: Norfolk (City), Virginia<br>Total Accidents: 135<br>Critical: 5<br>High: 8<br>Medium: 119<br>Low: 3"
Norfolk City,Virginia,4,0,2,0,2,"County: Norfolk City, Virginia<br>Total Accidents: 4<br>Critical: 0<br>High: 2<br>Medium: 2<br>Low: 0"
Northampton,North Carolina,13,3,1,0,9,"County: Northampton, North Carolina<br>Total Accidents: 13<br>Critical: 3<br>High: 1<br>Medium: 9<br>Low: 0"
Northampton,Pennsylvania,199,9,23,0,167,"County: Northampton, Pennsylvania<br>Total Accidents: 199<br>Critical: 9<br>High: 23<br>Medium: 167<br>Low: 0"
Northampton,Virginia,26,5,0,0,21,"County: Northampton, Virginia<br>Total Accidents: 26<br>Critical: 5<br>High: 0<br>Medium: 21<br>Low: 0"
Northeastern Connecticut,Connecticut,18,2,1,0,15,"County: Northeastern Connecticut, Connecticut<br>Total Accidents: 18<br>Critical: 2<br>High: 1<br>Medium: 15<br>Low: 0"
Northumberland,Pennsylvania,143,11,7,0,125,"County: Northumberland, Pennsylvania<br>Total Accidents: 143<br>Critical: 11<br>High: 7<br>Medium: 125<br>Low: 0"
Northumberland,Virginia,24,7,1,0,16,"County: Northumberland, Virginia<br>Total Accidents: 24<br>Critical: 7<br>High: 1<br>Medium: 16<br>Low: 0"
Northwest Hills,Connecticut,17,3,0,0,14,"County: Northwest Hills, Connecticut<br>Total Accidents: 17<br>Critical: 3<br>High: 0<br>Medium: 14<br>Low: 0"
Norton (City),Virginia,1,0,0,0,1,"County: Norton (City), Virginia<br>Total Accidents: 1<br>Critical: 0<br>High: 0<br>Medium: 1<br>Low: 0"
Nottoway,Virginia,35,9,0,0,26,"County: Nottoway, Virginia<br>Total Accidents: 35<br>Critical: 9<br>High: 0<br>Medium: 26<br>Low: 0"
Nueces,Texas,13,1,3,0,9,"County: Nueces, Texas<br>Total Accidents: 13<br>Critical: 1<br>High: 3<br>Medium: 9<br>Low: 0"
Nye,Nevada,7,2,0,0,5,"County: Nye, Nevada<br>Total Accidents: 7<br>Critical: 2<br>High: 0<br>Medium: 5<br>Low: 0"
O'Brien,Iowa,2,0,0,0,2,"County: O'Brien, Iowa<br>Total Accidents: 2<br>Critical: 0<br>High: 0<br>Medium: 2<br>Low: 0"
Oakland,Michigan,1124,15,520,2,587,"County: Oakland, Michigan<br>Total Accidents: 1124<br>Critical: 15<br>High: 520<br>Medium: 587<br>Low: 2"
Obion,Tennessee,2,1,0,0,1,"County: Obion, Tennessee<br>Total Accidents: 2<br>Critical: 1<br>High: 0<br>Medium: 1<br>Low: 0"
Ocean,New Jersey,240,22,12,0,206,"County: Ocean, New Jersey<br>Total Accidents: 240<br>Critical: 22<br>High: 12<br>Medium: 206<br>Low: 0"
Oconee,Georgia,10,2,0,0,8,"County: Oconee, Georgia<br>Total Accidents: 10<br>Critical: 2<br>High: 0<br>Medium: 8<br>Low: 0"
Oconee,South Carolina,414,5,10,8,391,"County: Oconee, South Carolina<br>Total Accidents: 414<br>Critical: 5<br>High: 10<br>Medium: 391<br>Low: 8"
Oconto,Wisconsin,4,2,0,0,2,"County: Oconto, Wisconsin<br>Total Accidents: 4<br>Critical: 2<br>High: 0<br>Medium: 2<br>Low: 0"
Ogemaw,Michigan,2,1,0,0,1,"County: Ogemaw, Michigan<br>Total Accidents: 2<br>Critical: 1<br>High: 0<br>Medium: 1<br>Low: 0"
Oglala Lakota,South Dakota,1,1,0,0,0,"County: Oglala Lakota, South Dakota<br>Total Accidents: 1<br>Critical: 1<br>High: 0<br>Medium: 0<br>Low: 0"
Ogle,Illinois,11,1,5,0,5,"County: Ogle, Illinois<br>Total Accidents: 11<br>Critical: 1<br>High: 5<br>Medium: 5<br>Low: 0"
Oglethorpe,Georgia,4,2,0,0,2,"County: Oglethorpe, Georgia<br>Total Accidents: 4<br>Critical: 2<br>High: 0<br>Medium: 2<br>Low: 0"
Ohio,Kentucky,3,0,0,0,3,"County: Ohio, Kentucky<br>Total Accidents: 3<br>Critical: 0<br>High: 0<br>Medium: 3<br>Low: 0"
Ohio,West Virginia,37,1,2,0,34,"County: Ohio, West Virginia<br>Total Accidents: 37<br>Critical: 1<br>High: 2<br>Medium: 34<br>Low: 0"
Okaloosa,Florida,332,6,18,0,308,"County: Okaloosa, Florida<br>Total Accidents: 332<br>Critical: 6<br>High: 18<br>Medium: 308<br>Low: 0"
Okanogan,Washington,2,1,0,0,1,"County: Okanogan, Washington<br>Total Accidents: 2<br>Critical: 1<br>High: 0<br>Medium: 1<br>Low: 0"
Okeechobee,Florida,19,1,2,0,16,"County: Okeechobee, Florida<br>Total Accidents: 19<br>Critical: 1<br>High: 2<br>Medium: 16<br>Low: 0"
Okfuskee,Oklahoma,2,0,1,0,1,"County: Okfuskee, Oklahoma<br>Total Accidents: 2<br>Critical: 0<br>High: 1<br>Medium: 1<br>Low: 0"
Oklahoma,Oklahoma,2914,17,290,29,2578,"County: Oklahoma, Oklahoma<br>Total Accidents: 2914<br>Critical: 17<br>High: 290<br>Medium: 2578<br>Low: 29"
Okmulgee,Oklahoma,4,0,1,0,3,"County: Okmulgee, Oklahoma<br>Total Accidents: 4<br>Critical: 0<br>High: 1<br>Medium: 3<br>Low: 0"
Oldham,Kentucky,14,1,5,0,8,"County: Oldham, Kentucky<br>Total Accidents: 14<br>Critical: 1<br>High: 5<br>Medium: 8<br>Low: 0"
Oldham,Texas,1,0,0,0,1,"County: Oldham, Texas<br>Total Accidents: 1<br>Critical: 0<br>High: 0<br>Medium: 1<br>Low: 0"
Olmsted,Minnesota,200,2,3,0,195,"County: Olmsted, Minnesota<br>Total Accidents: 200<br>Critical: 2<br>High: 3<br>Medium: 195<br>Low: 0"
Oneida,Idaho,1,0,0,0,1,"County: Oneida, Idaho<br>Total Accidents: 1<br>Critical: 0<br>High: 0<br>Medium: 1<br>Low: 0"
Oneida,New York,400,12,20,0,368,"County: Oneida, New York<br>Total Accidents: 400<br>Critical: 12<br>High: 20<br>Medium: 368<br>Low: 0"
Oneida,Wisconsin,6,4,0,0,2,"County: Oneida, Wisconsin<br>Total Accidents: 6<br>Critical: 4<br>High: 0<br>Medium: 2<br>Low: 0"
Onondaga,New York,551,33,122,2,394,"County: Onondaga, New York<br>Total Accidents: 551<br>Critical: 33<br>High: 122<br>Medium: 394<br>Low: 2"
Onslow,North Carolina,16,7,0,0,9,"County: Onslow, North Carolina<br>Total Accidents: 16<br>Critical: 7<br>High: 0<br>Medium: 9<br>Low: 0"
Ontario,New York,97,2,43,0,52,"County: Ontario, New York<br>Total Accidents: 97<br>Critical: 2<br>High: 43<br>Medium: 52<br>Low: 0"
Orange,California,6878,40,1156,4,5678,"County: Orange, California<br>Total Accidents: 6878<br>Critical: 40<br>High: 1156<br>Medium: 5678<br>Low: 4"
Orange,Florida,7903,100,447,59,7297,"County: Orange, Florida<br>Total Accidents: 7903<br>Critical: 100<br>High: 447<br>Medium: 7297<br>Low: 59"
Orange,New York,409,29,78,0,302,"County: Orange, New York<br>Total Accidents: 409<br>Critical: 29<br>High: 78<br>Medium: 302<br>Low: 0"
Orange,North Carolina,106,9,20,2,75,"County: Orange, North Carolina<br>Total Accidents: 106<br>Critical: 9<br>High: 20<br>Medium: 75<br>Low: 2"
Orange,Texas,8,1,6,0,1,"County: Orange, Texas<br>Total Accidents: 8<br>Critical: 1<br>High: 6<br>Medium: 1<br>Low: 0"
Orange,Vermont,2,1,0,0,1,"County: Orange, Vermont<br>Total Accidents: 2<br>Critical: 1<br>High: 0<br>Medium: 1<br>Low: 0"
Orange,Virginia,44,11,0,0,33,"County: Orange, Virginia<br>Total Accidents: 44<br>Critical: 11<br>High: 0<br>Medium: 33<br>Low: 0"
Orangeburg,South Carolina,664,5,103,5,551,"County: Orangeburg, South Carolina<br>Total Accidents: 664<br>Critical: 5<br>High: 103<br>Medium: 551<br>Low: 5"
Orleans,Louisiana,1745,18,215,42,1470,"County: Orleans, Louisiana<br>Total Accidents: 1745<br>Critical: 18<br>High: 215<br>Medium: 1470<br>Low: 42"
Orleans,New York,3,1,0,0,2,"County: Orleans, New York<br>Total Accidents: 3<br>Critical: 1<br>High: 0<br>Medium: 2<br>Low: 0"
Orleans,Vermont,1,0,1,0,0,"County: Orleans, Vermont<br>Total Accidents: 1<br>Critical: 0<br>High: 1<br>Medium: 0<br>Low: 0"
Osage,Kansas,1,0,0,0,1,"County: Osage, Kansas<br>Total Accidents: 1<br>Critical: 0<br>High: 0<br>Medium: 1<br>Low: 0"
Osage,Oklahoma,13,0,0,0,13,"County: Osage, Oklahoma<br>Total Accidents: 13<br>Critical: 0<br>High: 0<br>Medium: 13<br>Low: 0"
Osceola,Florida,1167,12,73,9,1073,"County: Osceola, Florida<br>Total Accidents: 1167<br>Critical: 12<br>High: 73<br>Medium: 1073<br>Low: 9"
Osceola,Iowa,2,1,0,0,1,"County: Osceola, Iowa<br>Total Accidents: 2<br>Critical: 1<br>High: 0<br>Medium: 1<br>Low: 0"
Osceola,Michigan,6,1,1,0,4,"County: Osceola, Michigan<br>Total Accidents: 6<br>Critical: 1<br>High: 1<br>Medium: 4<br>Low: 0"
Oswego,New York,37,16,1,0,20,"County: Oswego, New York<br>Total Accidents: 37<br>Critical: 16<br>High: 1<br>Medium: 20<br>Low: 0"
Otero,Colorado,16,2,1,0,13,"County: Otero, Colorado<br>Total Accidents: 16<br>Critical: 2<br>High: 1<br>Medium: 13<br>Low: 0"
Otero,New Mexico,1,1,0,0,0,"County: Otero, New Mexico<br>Total Accidents: 1<br>Critical: 1<br>High: 0<br>Medium: 0<br>Low: 0"
Otoe,Nebraska,4,0,0,0,4,"County: Otoe, Nebraska<br>Total Accidents: 4<br>Critical: 0<br>High: 0<br>Medium: 4<br>Low: 0"
Otsego,Michigan,2,0,1,0,1,"County: Otsego, Michigan<br>Total Accidents: 2<br>Critical: 0<br>High: 1<br>Medium: 1<br>Low: 0"
Otsego,New York,8,1,1,0,6,"County: Otsego, New York<br>Total Accidents: 8<br>Critical: 1<br>High: 1<br>Medium: 6<br>Low: 0"
Ottawa,Michigan,160,8,12,11,129,"County: Ottawa, Michigan<br>Total Accidents: 160<br>Critical: 8<br>High: 12<br>Medium: 129<br>Low: 11"
Ottawa,Ohio,10,4,1,0,5,"County: Ottawa, Ohio<br>Total Accidents: 10<br>Critical: 4<br>High: 1<br>Medium: 5<br>Low: 0"
Otter Tail,Minnesota,81,1,3,0,77,"County: Otter Tail, Minnesota<br>Total Accidents: 81<br>Critical: 1<br>High: 3<br>Medium: 77<br>Low: 0"
Ouachita,Arkansas,10,3,0,0,7,"County: Ouachita, Arkansas<br>Total Accidents: 10<br>Critical: 3<br>High: 0<br>Medium: 7<br>Low: 0"
Ouachita,Louisiana,24,3,16,0,5,"County: Ouachita, Louisiana<br>Total Accidents: 24<br>Critical: 3<br>High: 16<br>Medium: 5<br>Low: 0"
Ouray,Colorado,3,1,0,0,2,"County: Ouray, Colorado<br>Total Accidents: 3<br>Critical: 1<br>High: 0<br>Medium: 2<br>Low: 0"
Outagamie,Wisconsin,46,8,15,0,23,"County: Outagamie, Wisconsin<br>Total Accidents: 46<br>Critical: 8<br>High: 15<br>Medium: 23<br>Low: 0"
Overton,Tennessee,9,0,0,0,9,"County: Overton, Tennessee<br>Total Accidents: 9<br>Critical: 0<br>High: 0<br>Medium: 9<br>Low: 0"
Owen,Indiana,1,1,0,0,0,"County: Owen, Indiana<br>Total Accidents: 1<br>Critical: 1<br>High: 0<br>Medium: 0<br>Low: 0"
Owen,Kentucky,1,0,0,0,1,"County: Owen, Kentucky<br>Total Accidents: 1<br>Critical: 0<br>High: 0<br>Medium: 1<br>Low: 0"
Owyhee,Idaho,3,0,0,0,3,"County: Owyhee, Idaho<br>Total Accidents: 3<br>Critical: 0<br>High: 0<br>Medium: 3<br>Low: 0"
Oxford,Maine,3,0,0,0,3,"County: Oxford, Maine<br>Total Accidents: 3<br>Critical: 0<br>High: 0<br>Medium: 3<br>Low: 0"
Ozaukee,Wisconsin,19,2,7,0,10,"County: Ozaukee, Wisconsin<br>Total Accidents: 19<br>Critical: 2<br>High: 7<br>Medium: 10<br>Low: 0"
Pacific,Washington,20,0,1,0,19,"County: Pacific, Washington<br>Total Accidents: 20<br>Critical: 0<br>High: 1<br>Medium: 19<br>Low: 0"
Page,Iowa,3,1,0,0,2,"County: Page, Iowa<br>Total Accidents: 3<br>Critical: 1<br>High: 0<br>Medium: 2<br>Low: 0"
Page,Virginia,48,15,3,0,30,"County: Page, Virginia<br>Total Accidents: 48<br>Critical: 15<br>High: 3<br>Medium: 30<br>Low: 0"
Palm Beach,Florida,1986,24,624,24,1314,"County: Palm Beach, Florida<br>Total Accidents: 1986<br>Critical: 24<br>High: 624<br>Medium: 1314<br>Low: 24"
Palo Alto,Iowa,1,0,1,0,0,"County: Palo Alto, Iowa<br>Total Accidents: 1<br>Critical: 0<br>High: 1<br>Medium: 0<br>Low: 0"
Palo Pinto,Texas,2,0,0,0,2,"County: Palo Pinto, Texas<br>Total Accidents: 2<br>Critical: 0<br>High: 0<br>Medium: 2<br>Low: 0"
Pamlico,North Carolina,2,1,0,0,1,"County: Pamlico, North Carolina<br>Total Accidents: 2<br>Critical: 1<br>High: 0<br>Medium: 1<br>Low: 0"
Panola,Mississippi,4,0,0,0,4,"County: Panola, Mississippi<br>Total Accidents: 4<br>Critical: 0<br>High: 0<br>Medium: 4<br>Low: 0"
Panola,Texas,4,0,1,0,3,"County: Panola, Texas<br>Total Accidents: 4<br>Critical: 0<br>High: 1<br>Medium: 3<br>Low: 0"
Park,Colorado,48,15,6,0,27,"County: Park, Colorado<br>Total Accidents: 48<br>Critical: 15<br>High: 6<br>Medium: 27<br>Low: 0"
Park,Montana,98,1,0,0,97,"County: Park, Montana<br>Total Accidents: 98<br>Critical: 1<br>High: 0<br>Medium: 97<br>Low: 0"
Park,Wyoming,2,1,0,0,1,"County: Park, Wyoming<br>Total Accidents: 2<br>Critical: 1<br>High: 0<br>Medium: 1<br>Low: 0"
Parke,Indiana,4,2,0,0,2,"County: Parke, Indiana<br>Total Accidents: 4<br>Critical: 2<br>High: 0<br>Medium: 2<br>Low: 0"
Parker,Texas,38,4,12,0,22,"County: Parker, Texas<br>Total Accidents: 38<br>Critical: 4<br>High: 12<br>Medium: 22<br>Low: 0"
Parmer,Texas,1,0,0,0,1,"County: Parmer, Texas<br>Total Accidents: 1<br>Critical: 0<br>High: 0<br>Medium: 1<br>Low: 0"
Pasco,Florida,1274,22,43,28,1181,"County: Pasco, Florida<br>Total Accidents: 1274<br>Critical: 22<br>High: 43<br>Medium: 1181<br>Low: 28"
Pasquotank,North Carolina,5,0,0,0,5,"County: Pasquotank, North Carolina<br>Total Accidents: 5<br>Critical: 0<br>High: 0<br>Medium: 5<br>Low: 0"
Passaic,New Jersey,364,14,43,0,307,"County: Passaic, New Jersey<br>Total Accidents: 364<br>Critical: 14<br>High: 43<br>Medium: 307<br>Low: 0"
Patrick,Virginia,10,2,0,0,8,"County: Patrick, Virginia<br>Total Accidents: 10<br>Critical: 2<br>High: 0<br>Medium: 8<br>Low: 0"
Paulding,Georgia,11,0,1,0,10,"County: Paulding, Georgia<br>Total Accidents: 11<br>Critical: 0<br>High: 1<br>Medium: 10<br>Low: 0"
Paulding,Ohio,4,2,0,0,2,"County: Paulding, Ohio<br>Total Accidents: 4<br>Critical: 2<br>High: 0<br>Medium: 2<br>Low: 0"
Pawnee,Nebraska,1,1,0,0,0,"County: Pawnee, Nebraska<br>Total Accidents: 1<br>Critical: 1<br>High: 0<br>Medium: 0<br>Low: 0"
Payette,Idaho,14,3,0,0,11,"County: Payette, Idaho<br>Total Accidents: 14<br>Critical: 3<br>High: 0<br>Medium: 11<br>Low: 0"
Payne,Oklahoma,1,0,1,0,0,"County: Payne, Oklahoma<br>Total Accidents: 1<br>Critical: 0<br>High: 1<br>Medium: 0<br>Low: 0"
Peach,Georgia,48,4,18,0,26,"County: Peach, Georgia<br>Total Accidents: 48<br>Critical: 4<br>High: 18<br>Medium: 26<br>Low: 0"
Pearl River,Mississippi,9,2,1,0,6,"County: Pearl River, Mississippi<br>Total Accidents: 9<br>Critical: 2<br>High: 1<br>Medium: 6<br>Low: 0"
Pecos,Texas,8,1,2,0,5,"County: Pecos, Texas<br>Total Accidents: 8<br>Critical: 1<br>High: 2<br>Medium: 5<br>Low: 0"
Pemiscot,Missouri,5,3,0,0,2,"County: Pemiscot, Missouri<br>Total Accidents: 5<br>Critical: 3<br>High: 0<br>Medium: 2<br>Low: 0"
Pend Oreille,Washington,3,2,0,0,1,"County: Pend Oreille, Washington<br>Total Accidents: 3<br>Critical: 2<br>High: 0<br>Medium: 1<br>Low: 0"
